testCaseId,queryParameters,operationId,path,httpMethod,headerParameters,pathParameters,formParameters,bodyParameter,statusCode,responseBody
459,apikey=b2e7529f&t=Il deserto rosso,searchByIdOrTitle,/,GET,,t=Il deserto rosso,,,200,"{""Response"": ""False"", ""Error"": ""Movie not found!""}"
460,apikey=b2e7529f&t=Zorba the Greek,searchByIdOrTitle,/,GET,,t=Zorba the Greek,,,200,"{""Title"": ""Zorba the Greek"", ""Year"": ""1964"", ""Rated"": ""Not Rated"", ""Released"": ""14 Dec 1964"", ""Runtime"": ""142 min"", ""Genre"": ""Comedy, Drama"", ""Director"": ""Michael Cacoyannis"", ""Writer"": ""Nikos Kazantzakis, Michael Cacoyannis"", ""Actors"": ""Anthony Quinn, Alan Bates, Irene Papas"", ""Plot"": ""An uptight English writer travelling to Crete, on a matter of business, finds his life changed forever when he meets the gregarious Alexis Zorba."", ""Language"": ""English, Greek"", ""Country"": ""Greece, United States"", ""Awards"": ""Won 3 Oscars. 8 wins & 16 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BYTU2OWY4MzAtN2MwZS00N2MxLWFjOGEtODgxYTdkYmQ1MmFiXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.6/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""80%""}], ""Metascore"": ""N/A"", ""imdbRating"": ""7.6"", ""imdbVotes"": ""23,938"", ""imdbID"": ""tt0057831"", ""Type"": ""movie"", ""DVD"": ""01 Mar 2013"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
461,apikey=b2e7529f&t=The Night of the Iguana,searchByIdOrTitle,/,GET,,t=The Night of the Iguana,,,200,"{""Title"": ""The Night of the Iguana"", ""Year"": ""1964"", ""Rated"": ""Approved"", ""Released"": ""06 Aug 1964"", ""Runtime"": ""125 min"", ""Genre"": ""Drama"", ""Director"": ""John Huston"", ""Writer"": ""Tennessee Williams, Anthony Veiller, John Huston"", ""Actors"": ""Richard Burton, Ava Gardner, Deborah Kerr"", ""Plot"": ""An ostracized Episcopal clergyman leads a busload of middle-aged Baptist women on a tour of the Mexican coast and comes to terms with the failure haunting his life."", ""Language"": ""English, Spanish"", ""Country"": ""United States"", ""Awards"": ""Won 1 Oscar. 2 wins & 14 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BYTJiMDAyNzctMTBhYi00OTQ4LWEyNGMtYzI5M2MzNDA0YjgwXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.6/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""75%""}], ""Metascore"": ""N/A"", ""imdbRating"": ""7.6"", ""imdbVotes"": ""12,925"", ""imdbID"": ""tt0058404"", ""Type"": ""movie"", ""DVD"": ""21 Feb 2012"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
462,apikey=b2e7529f&t=The Killers,searchByIdOrTitle,/,GET,,t=The Killers,,,200,"{""Title"": ""The Killers"", ""Year"": ""1946"", ""Rated"": ""Passed"", ""Released"": ""30 Aug 1946"", ""Runtime"": ""103 min"", ""Genre"": ""Crime, Drama, Film-Noir"", ""Director"": ""Robert Siodmak"", ""Writer"": ""Anthony Veiller, Ernest Hemingway, John Huston"", ""Actors"": ""Burt Lancaster, Ava Gardner, Edmond O'Brien"", ""Plot"": ""Hit men kill an unresisting victim, and investigator Reardon uncovers his past involvement with beautiful, deadly Kitty Collins."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""Nominated for 4 Oscars. 3 wins & 4 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BOTNhNGE2ZTMtNTEyNS00OGU0LWJlN2ItNzgxZTFiZWQwOWYxXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.7/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""100%""}], ""Metascore"": ""N/A"", ""imdbRating"": ""7.7"", ""imdbVotes"": ""23,292"", ""imdbID"": ""tt0038669"", ""Type"": ""movie"", ""DVD"": ""30 Aug 2016"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
463,apikey=b2e7529f&t=Robinson Crusoe on Mars,searchByIdOrTitle,/,GET,,t=Robinson Crusoe on Mars,,,200,"{""Title"": ""Robinson Crusoe on Mars"", ""Year"": ""1964"", ""Rated"": ""Not Rated"", ""Released"": ""01 Jun 1964"", ""Runtime"": ""110 min"", ""Genre"": ""Adventure, Sci-Fi"", ""Director"": ""Byron Haskin"", ""Writer"": ""Ib Melchior, John C. Higgins, Daniel Defoe"", ""Actors"": ""Paul Mantee, Victor Lundin, Adam West"", ""Plot"": ""Stranded on Mars with only a monkey as a companion, an astronaut must figure out how to find oxygen, water, and food on the lifeless planet."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""N/A"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BOGMyNGE0ZTktNWY5OC00NWUzLTlmMDgtMDYzZDc2MjcwNGExXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.4/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""94%""}], ""Metascore"": ""N/A"", ""imdbRating"": ""6.4"", ""imdbVotes"": ""7,098"", ""imdbID"": ""tt0058530"", ""Type"": ""movie"", ""DVD"": ""01 Jul 2013"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
464,apikey=b2e7529f&t=Dead Ringer,searchByIdOrTitle,/,GET,,t=Dead Ringer,,,200,"{""Title"": ""Dead Ringer"", ""Year"": ""1963"", ""Rated"": ""Approved"", ""Released"": ""19 Feb 1964"", ""Runtime"": ""116 min"", ""Genre"": ""Crime, Drama, Thriller"", ""Director"": ""Paul Henreid"", ""Writer"": ""Albert Beich, Oscar Millard, Rian James"", ""Actors"": ""Bette Davis, Karl Malden, Peter Lawford"", ""Plot"": ""The working-class twin sister of a callous, wealthy woman impulsively murders her out of revenge and assumes her identity. But impersonating her dead twin is more complicated and risky than she anticipated."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""N/A"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BZTc5MDAyNzEtMWI5OC00MTBmLTk3YTMtYWM4MjJkYjNhN2ZhXkEyXkFqcGdeQXVyNTcwNjUwNzk@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.3/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""100%""}, {""Source"": ""Metacritic"", ""Value"": ""66/100""}], ""Metascore"": ""66"", ""imdbRating"": ""7.3"", ""imdbVotes"": ""6,306"", ""imdbID"": ""tt0057997"", ""Type"": ""movie"", ""DVD"": ""18 Oct 2010"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
465,apikey=b2e7529f&t=Seance on a Wet Afternoon,searchByIdOrTitle,/,GET,,t=Seance on a Wet Afternoon,,,200,"{""Title"": ""Seance on a Wet Afternoon"", ""Year"": ""1964"", ""Rated"": ""N/A"", ""Released"": ""05 Nov 1964"", ""Runtime"": ""115 min"", ""Genre"": ""Crime, Drama"", ""Director"": ""Bryan Forbes"", ""Writer"": ""Mark McShane, Bryan Forbes"", ""Actors"": ""Kim Stanley, Richard Attenborough, Margaret Lacey"", ""Plot"": ""A medium and her husband stage a kidnapping in order for her to pretend to solve the crime and achieve fame."", ""Language"": ""English"", ""Country"": ""United Kingdom"", ""Awards"": ""Nominated for 1 Oscar. 7 wins & 5 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMDA3N2Y3ODItNzM1NS00M2Y5LTljMDUtZDQxNTYyOGM0ODk2XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.6/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""78%""}], ""Metascore"": ""N/A"", ""imdbRating"": ""7.6"", ""imdbVotes"": ""7,364"", ""imdbID"": ""tt0058557"", ""Type"": ""movie"", ""DVD"": ""15 Oct 2020"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
466,apikey=b2e7529f&t=The Tomb of Ligeia,searchByIdOrTitle,/,GET,,t=The Tomb of Ligeia,,,200,"{""Title"": ""The Tomb of Ligeia"", ""Year"": ""1964"", ""Rated"": ""Not Rated"", ""Released"": ""20 Jan 1965"", ""Runtime"": ""82 min"", ""Genre"": ""Drama, Horror, Thriller"", ""Director"": ""Roger Corman"", ""Writer"": ""Edgar Allan Poe, Robert Towne, Paul Mayersberg"", ""Actors"": ""Vincent Price, Elizabeth Shepherd, John Westbrook"", ""Plot"": ""A man's obsession with his dead wife drives a wedge between him and his new bride."", ""Language"": ""English"", ""Country"": ""United States, United Kingdom"", ""Awards"": ""N/A"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNjgxNTM0Nzk0OV5BMl5BanBnXkFtZTcwMTgyMTM4NA@@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.4/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""86%""}], ""Metascore"": ""N/A"", ""imdbRating"": ""6.4"", ""imdbVotes"": ""6,834"", ""imdbID"": ""tt0059821"", ""Type"": ""movie"", ""DVD"": ""16 Sep 2008"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
467,apikey=b2e7529f&t=Topkapi,searchByIdOrTitle,/,GET,,t=Topkapi,,,200,"{""Title"": ""Topkapi"", ""Year"": ""1964"", ""Rated"": ""Unrated"", ""Released"": ""04 Sep 1964"", ""Runtime"": ""120 min"", ""Genre"": ""Adventure, Comedy, Crime"", ""Director"": ""Jules Dassin"", ""Writer"": ""Monja Danischewsky, Eric Ambler"", ""Actors"": ""Melina Mercouri, Peter Ustinov, Maximilian Schell"", ""Plot"": ""A conman gets mixed up with a group of thieves who plan to rob an Istanbul museum to steal a jewelled dagger."", ""Language"": ""English, French, Turkish, German, Greek, Italian"", ""Country"": ""United States"", ""Awards"": ""Won 1 Oscar. 4 wins & 4 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMTM2MTcyNDQ4Nl5BMl5BanBnXkFtZTcwMzQxNDY3NA@@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.9/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""95%""}], ""Metascore"": ""N/A"", ""imdbRating"": ""6.9"", ""imdbVotes"": ""10,516"", ""imdbID"": ""tt0058672"", ""Type"": ""movie"", ""DVD"": ""16 Sep 2008"", ""BoxOffice"": ""$7,000,000"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
468,apikey=b2e7529f&t=Man's Favorite Sport?,searchByIdOrTitle,/,GET,,t=Man's Favorite Sport?,,,200,"{""Title"": ""Man's Favorite Sport?"", ""Year"": ""1964"", ""Rated"": ""Approved"", ""Released"": ""31 Jan 1964"", ""Runtime"": ""120 min"", ""Genre"": ""Comedy, Romance"", ""Director"": ""Howard Hawks"", ""Writer"": ""Pat Frank, John Fenton Murray, Steve McNeil"", ""Actors"": ""Rock Hudson, Paula Prentiss, Maria Perschy"", ""Plot"": ""The author of a best-selling fishing guide is actually extremely inexperienced in the sport, which causes mayhem when he is entered into a competition."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""1 win & 1 nomination"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BYWJhYjQ1MjQtYzczYS00OGY5LTk4MzgtMDYzY2MxYWRmYjIwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.1/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""63%""}], ""Metascore"": ""N/A"", ""imdbRating"": ""7.1"", ""imdbVotes"": ""5,986"", ""imdbID"": ""tt0058324"", ""Type"": ""movie"", ""DVD"": ""10 Jan 2017"", ""BoxOffice"": ""$6,000,000"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
469,apikey=b2e7529f&t=Father Goose,searchByIdOrTitle,/,GET,,t=Father Goose,,,200,"{""Title"": ""Father Goose"", ""Year"": ""1964"", ""Rated"": ""Approved"", ""Released"": ""24 Dec 1964"", ""Runtime"": ""118 min"", ""Genre"": ""Adventure, Comedy, Romance"", ""Director"": ""Ralph Nelson"", ""Writer"": ""Peter Stone, Frank Tarloff, S.H. Barnett"", ""Actors"": ""Cary Grant, Leslie Caron, Trevor Howard"", ""Plot"": ""During World War II, a man persuaded to live on an isolated island and spot aircraft finds himself responsible for a teacher and several students, all female."", ""Language"": ""English, French, Japanese"", ""Country"": ""United States"", ""Awards"": ""Won 1 Oscar. 2 wins & 5 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMGZiMWM5YzctYzFjNy00MGY1LWIwMTUtODliZWViMjhhNGFiXkEyXkFqcGdeQXVyNzQzNDEyOQ@@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.3/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""80%""}], ""Metascore"": ""N/A"", ""imdbRating"": ""7.3"", ""imdbVotes"": ""12,244"", ""imdbID"": ""tt0058092"", ""Type"": ""movie"", ""DVD"": ""20 May 2014"", ""BoxOffice"": ""$12,500,000"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
470,"apikey=b2e7529f&t=Kiss Me, Stupid",searchByIdOrTitle,/,GET,,"t=Kiss Me, Stupid",,,200,"{""Title"": ""Kiss Me, Stupid"", ""Year"": ""1964"", ""Rated"": ""Approved"", ""Released"": ""22 Dec 1964"", ""Runtime"": ""125 min"", ""Genre"": ""Comedy, Romance"", ""Director"": ""Billy Wilder"", ""Writer"": ""Billy Wilder, I.A.L. Diamond, Anna Bonacci"", ""Actors"": ""Dean Martin, Kim Novak, Ray Walston"", ""Plot"": ""Jealous piano teacher Orville Spooner sends his beautiful wife, Zelda, away for the night while he tries to sell a song to famous nightclub singer Dino, who is stranded in town."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""N/A"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BZjUyYzQ2YTEtYmM5OC00ZDA3LWE2YTEtZGU1Yjg3MWQ0YzczL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.9/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""71%""}, {""Source"": ""Metacritic"", ""Value"": ""63/100""}], ""Metascore"": ""63"", ""imdbRating"": ""6.9"", ""imdbVotes"": ""8,539"", ""imdbID"": ""tt0058265"", ""Type"": ""movie"", ""DVD"": ""19 Jan 2017"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
471,apikey=b2e7529f&t=Cheyenne Autumn,searchByIdOrTitle,/,GET,,t=Cheyenne Autumn,,,200,"{""Title"": ""Cheyenne Autumn"", ""Year"": ""1964"", ""Rated"": ""PG"", ""Released"": ""22 Dec 1964"", ""Runtime"": ""154 min"", ""Genre"": ""Drama, History, Western"", ""Director"": ""John Ford"", ""Writer"": ""Mari Sandoz, James R. Webb, Howard Fast"", ""Actors"": ""Richard Widmark, Carroll Baker, Karl Malden"", ""Plot"": ""The Cheyenne, tired of broken U.S. government promises, head for their ancestral lands but a sympathetic cavalry officer is tasked to bring them back to their reservation."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""Nominated for 1 Oscar. 1 win & 3 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BYWM2YjVkM2UtNTdjOS00ZDVlLTg1MjYtMGUxYzQ5YjJhODM4XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.7/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""60%""}], ""Metascore"": ""N/A"", ""imdbRating"": ""6.7"", ""imdbVotes"": ""6,317"", ""imdbID"": ""tt0057940"", ""Type"": ""movie"", ""DVD"": ""23 May 2016"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
472,apikey=b2e7529f&t=First Men in the Moon,searchByIdOrTitle,/,GET,,t=First Men in the Moon,,,200,"{""Title"": ""First Men in the Moon"", ""Year"": ""1964"", ""Rated"": ""Not Rated"", ""Released"": ""20 Nov 1964"", ""Runtime"": ""103 min"", ""Genre"": ""Adventure, Sci-Fi"", ""Director"": ""Nathan Juran"", ""Writer"": ""Nigel Kneale, Jan Read, H.G. Wells"", ""Actors"": ""Edward Judd, Martha Hyer, Lionel Jeffries"", ""Plot"": ""When a spaceship lands on the moon, it is hailed as a new accomplishment, before it becomes clear that a Victorian party completed the journey in 1899, leading investigators to that mission's last survivor."", ""Language"": ""English"", ""Country"": ""United Kingdom"", ""Awards"": ""N/A"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMmE3ZWZjYjYtMGJiZS00OTRiLWIzMTQtMTM4ZjFiN2JjMDE0XkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.5/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""67%""}], ""Metascore"": ""N/A"", ""imdbRating"": ""6.5"", ""imdbVotes"": ""6,297"", ""imdbID"": ""tt0058100"", ""Type"": ""movie"", ""DVD"": ""01 Jul 2012"", ""BoxOffice"": ""$1,650,000"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
473,apikey=b2e7529f&t=Robin and the 7 Hoods,searchByIdOrTitle,/,GET,,t=Robin and the 7 Hoods,,,200,"{""Title"": ""Robin and the 7 Hoods"", ""Year"": ""1964"", ""Rated"": ""Approved"", ""Released"": ""24 Jun 1964"", ""Runtime"": ""123 min"", ""Genre"": ""Comedy, Crime, Musical"", ""Director"": ""Gordon Douglas"", ""Writer"": ""David R. Schwartz"", ""Actors"": ""Frank Sinatra, Dean Martin, Sammy Davis Jr."", ""Plot"": ""In Prohibition-era Chicago, two rival gangs compete for control of the city's rackets."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""Nominated for 2 Oscars. 6 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMTM5ZDEwMzQtNDYwZC00ZDFhLWFlMTMtMWE4YzJmNmM0MmU2XkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.4/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""40%""}], ""Metascore"": ""N/A"", ""imdbRating"": ""6.4"", ""imdbVotes"": ""5,662"", ""imdbID"": ""tt0058529"", ""Type"": ""movie"", ""DVD"": ""01 Jan 2009"", ""BoxOffice"": ""$9,810,000"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
474,apikey=b2e7529f&t=The Americanization of Emily,searchByIdOrTitle,/,GET,,t=The Americanization of Emily,,,200,"{""Title"": ""The Americanization of Emily"", ""Year"": ""1964"", ""Rated"": ""Approved"", ""Released"": ""27 Oct 1964"", ""Runtime"": ""115 min"", ""Genre"": ""Comedy, Drama, Romance"", ""Director"": ""Arthur Hiller"", ""Writer"": ""Paddy Chayefsky, William Bradford Huie"", ""Actors"": ""James Garner, Julie Andrews, Melvyn Douglas"", ""Plot"": ""An American Naval Officer's talent for living the good life in wartime is challenged when he falls in love and is sent on a dangerous mission."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""Nominated for 2 Oscars. 6 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BYzc3MzU1MDAtNTU1NS00Y2IxLWI4MzUtYzQyZGYyYzJlNGRjXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.3/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""93%""}, {""Source"": ""Metacritic"", ""Value"": ""68/100""}], ""Metascore"": ""68"", ""imdbRating"": ""7.3"", ""imdbVotes"": ""5,626"", ""imdbID"": ""tt0057840"", ""Type"": ""movie"", ""DVD"": ""04 Aug 2008"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
475,apikey=b2e7529f&t=Becket,searchByIdOrTitle,/,GET,,t=Becket,,,200,"{""Title"": ""Becket"", ""Year"": ""1964"", ""Rated"": ""PG-13"", ""Released"": ""11 Mar 1964"", ""Runtime"": ""148 min"", ""Genre"": ""Biography, Drama, History"", ""Director"": ""Peter Glenville"", ""Writer"": ""Jean Anouilh, Lucienne Hill, Edward Anhalt"", ""Actors"": ""Richard Burton, Peter O'Toole, John Gielgud"", ""Plot"": ""King Henry II of England comes to terms with his affection for his close friend and confidant Thomas Becket, who finds his true honor by observing God's divine will rather than the King's."", ""Language"": ""English, Latin, Welsh"", ""Country"": ""United Kingdom, United States"", ""Awards"": ""Won 1 Oscar. 14 wins & 23 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BM2MyYTg5MDAtNjVlNy00MzZkLTgxOGQtMzVkZTdlYWNiYzUyXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.8/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""75%""}, {""Source"": ""Metacritic"", ""Value"": ""68/100""}], ""Metascore"": ""68"", ""imdbRating"": ""7.8"", ""imdbVotes"": ""15,718"", ""imdbID"": ""tt0057877"", ""Type"": ""movie"", ""DVD"": ""20 Dec 2011"", ""BoxOffice"": ""$149,327"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
476,apikey=b2e7529f&t=Scorpio Rising,searchByIdOrTitle,/,GET,,t=Scorpio Rising,,,200,"{""Title"": ""Scorpio Rising"", ""Year"": ""1963"", ""Rated"": ""N/A"", ""Released"": ""10 Oct 1969"", ""Runtime"": ""28 min"", ""Genre"": ""Short, Music"", ""Director"": ""Kenneth Anger"", ""Writer"": ""Kenneth Anger, Ernest D. Glucksman"", ""Actors"": ""Ernie Allo, Bruce Byron, Frank Carifi"", ""Plot"": ""A gang of Nazi bikers prepares for a race as sexual, sadistic, and occult images are cut together."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""1 win"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BOTdkYzFkMTctMGI4OC00ODAzLTgxOWUtY2M2OWNkNWM5M2VkXkEyXkFqcGdeQXVyNjkwMTYxMTE@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.8/10""}], ""Metascore"": ""N/A"", ""imdbRating"": ""6.8"", ""imdbVotes"": ""5,614"", ""imdbID"": ""tt0058555"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
